Age,EdLevel,Gender,MainBranch,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed,codingLge,frontSkills,backFrame,db,deploy,tool,targetTask
>35,Master,Man,NotDev,25,6,64140.0,5,0,1,0,0,0,0,1,0
<35,Master,Man,Dev,15,8,60129.0,16,0,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,4,1,3420.0,11,0,1,1,1,1,0,1,0
<35,Other,Man,Dev,2,1,16212.0,18,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,11,6,24000.0,19,1,1,1,1,1,1,1,1
<35,Other,NonBinary,Dev,8,4,64630.0,11,0,1,1,0,1,1,1,0
>35,Undergraduate,Man,NotDev,33,33,23352.0,4,0,0,0,0,1,0,1,1
>35,Master,Man,Dev,21,15,46488.0,9,0,1,0,0,1,1,1,0
<35,Other,Man,Dev,9,7,7260.0,13,1,1,1,1,1,1,1,1
<35,Other,Man,Dev,9,3,55114.0,9,1,1,0,1,1,1,1,0
<35,Master,Man,Dev,6,6,150000.0,25,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,8,6,24744.0,20,1,1,1,1,1,1,1,0
>35,Master,Woman,Dev,40,30,115000.0,5,0,1,0,0,1,1,0,0
<35,Undergraduate,Man,Dev,10,6,116000.0,9,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,16,6,47917.0,25,1,1,1,1,1,1,1,1
<35,NoHigherEd,Man,Dev,3,3,32064.0,15,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,44,40,100000.0,6,0,1,0,0,1,0,1,0
<35,Master,Woman,Dev,12,5,59454.0,11,0,1,1,1,0,1,1,0
<35,Undergraduate,Man,Dev,3,2,996.0,16,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,20,18,140000.0,5,0,1,1,0,0,1,1,0
<35,Undergraduate,Man,Dev,4,2,32374.0,11,0,1,0,0,1,1,1,1
>35,Other,Man,NotDev,22,6,140000.0,5,0,1,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,30,13,133080.0,18,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,21,18,46044.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,9,5,61465.0,10,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,4,180000.0,11,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,5,0,116100.0,7,0,1,0,0,1,0,1,0
<35,Undergraduate,Man,Dev,5,3,7524.0,22,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,5,56304.0,3,0,1,0,0,1,0,0,0
<35,NoHigherEd,Man,Dev,16,6,64287.0,14,0,1,1,1,1,1,1,0
>35,Master,Man,Dev,30,20,85433.0,8,0,1,0,0,1,1,1,0
>35,Other,Man,Dev,32,25,48660.0,11,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,8,4,12372.0,13,0,1,1,1,1,1,1,0
<35,Undergraduate,NonBinary,NotDev,12,5,50000.0,16,0,1,1,1,1,1,1,0
>35,PhD,Man,Dev,3,2,100000.0,7,0,1,1,0,1,0,1,0
<35,Undergraduate,Man,Dev,18,8,30228.0,8,0,1,1,0,1,1,1,0
>35,Undergraduate,Man,Dev,22,22,70818.0,8,0,1,1,0,1,1,1,0
<35,Master,Man,Dev,9,6,34908.0,10,0,1,1,1,1,1,1,0
<35,Other,Man,Dev,6,2,6840.0,5,0,1,0,0,1,1,1,0
>35,Master,Man,Dev,38,30,172950.0,16,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,14,9,145000.0,15,0,1,1,0,1,1,1,0
<35,Master,Man,Dev,15,6,76668.0,15,0,1,1,0,1,1,1,0
>35,Other,Man,Dev,44,36,80501.0,6,0,1,0,1,1,0,1,0
>35,Undergraduate,Man,NotDev,25,17,162000.0,21,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,34,20,219450.0,12,0,1,1,1,1,0,1,0
<35,Master,Man,Dev,6,2,51112.0,28,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,NotDev,3,1,19236.0,10,0,1,1,1,1,1,1,0
<35,Undergraduate,Woman,Dev,5,4,19998.0,3,0,1,0,0,0,0,1,0
<35,Undergraduate,Man,Dev,13,6,90482.0,5,0,1,0,0,0,0,1,0
<35,NoHigherEd,Man,NotDev,6,1,8556.0,8,0,1,0,0,0,1,1,1
<35,Master,Man,Dev,16,12,86976.0,19,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,25,20,125000.0,13,0,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,15,5,24000.0,20,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,10,4,36000.0,20,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,2,71850.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,7,2,74000.0,13,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,24,20,156000.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,6,16462.0,10,0,1,1,1,1,1,1,0
<35,Master,Man,Dev,21,8,51429.0,18,1,1,1,1,1,0,1,0
>35,Master,Man,Dev,15,10,50000.0,5,0,1,1,0,1,1,1,0
<35,Other,Man,Dev,6,4,10596.0,17,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,6,69499.0,8,0,1,1,1,1,0,1,0
<35,Undergraduate,Man,Dev,9,3,8244.0,4,0,1,1,0,1,0,0,0
>35,Undergraduate,Man,Dev,30,23,96874.0,11,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,18,13,75631.0,11,1,1,1,1,0,1,1,0
<35,Undergraduate,Man,Dev,6,5,78000.0,12,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,NotDev,12,2,93000.0,9,0,1,0,1,0,1,1,0
<35,Undergraduate,Man,Dev,4,2,43224.0,10,0,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,6,4,40010.0,8,0,1,1,0,1,1,1,0
<35,Other,Man,Dev,11,5,13740.0,28,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,37,23,106895.0,10,1,1,1,1,1,1,0,0
<35,Master,Man,Dev,9,8,167000.0,11,0,1,1,1,1,1,1,0
<35,Master,Man,Dev,15,4,20314.0,11,0,1,0,1,1,1,1,0
<35,Undergraduate,Woman,Dev,8,4,30180.0,12,1,1,1,1,1,0,1,0
<35,Undergraduate,Man,Dev,5,3,4800.0,28,1,1,1,1,1,1,1,1
>35,NoHigherEd,Man,NotDev,20,15,53448.0,6,0,0,1,0,1,0,1,0
>35,Undergraduate,Man,Dev,25,20,130000.0,23,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,6,7,150000.0,6,0,1,1,0,0,1,1,0
>35,Undergraduate,Man,Dev,20,12,28536.0,8,1,1,1,1,1,0,0,0
>35,Undergraduate,Man,Dev,43,28,200000.0,12,1,1,1,1,0,0,1,0
>35,Master,Man,Dev,22,18,80172.0,11,0,1,0,0,1,1,1,1
<35,Undergraduate,Man,Dev,7,3,6588.0,12,0,1,0,1,1,1,1,0
<35,Other,Man,Dev,10,10,90000.0,15,0,1,1,0,1,1,1,1
<35,Undergraduate,Man,Dev,20,10,145000.0,15,0,1,1,0,1,1,1,0
<35,Master,Man,Dev,13,3,70000.0,4,0,1,0,0,1,0,1,0
<35,Undergraduate,Man,Dev,18,10,68235.0,15,0,1,0,1,1,1,0,0
<35,Undergraduate,Woman,Dev,3,2,4740.0,14,1,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,10,3,55938.0,8,0,1,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,23,23,150000.0,10,0,1,1,0,0,1,1,1
<35,Master,Man,Dev,10,6,30000.0,7,0,1,1,0,1,1,1,0
>35,Undergraduate,Man,Dev,20,15,133619.0,11,0,1,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,14,8,83000.0,16,1,1,1,1,1,0,1,0
<35,Undergraduate,Man,Dev,8,5,54776.0,20,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,5,5,25080.0,5,0,1,1,0,1,1,0,0
>35,Other,Man,Dev,23,16,44094.0,12,0,1,1,0,1,1,1,0
<35,Master,Man,Dev,10,7,84000.0,14,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,14,6,14940.0,11,1,1,1,1,1,0,1,0
<35,Undergraduate,Man,Dev,11,4,12566.0,16,1,1,1,1,1,1,1,0
>35,Master,NonBinary,Dev,16,10,27923.0,15,1,1,0,1,1,1,1,0
<35,Other,Man,Dev,4,3,24000.0,17,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,35,23,90193.0,10,0,1,1,0,1,1,1,1
<35,Undergraduate,Man,Dev,12,9,14400.0,17,0,1,1,1,1,1,1,0
>35,Other,Man,Dev,35,15,66810.0,16,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,6,3,51777.0,7,0,1,1,1,0,1,1,0
<35,Master,Man,Dev,9,5,32865.0,23,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,25,16,68146.0,10,0,1,0,1,1,0,1,0
>35,Undergraduate,Man,Dev,15,15,96204.0,15,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,9,3,14220.0,14,0,1,1,1,1,1,1,0
>35,Master,Man,Dev,30,21,175000.0,27,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,5,2,9468.0,35,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,10,61272.0,11,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,15,10,167024.0,2,0,1,1,0,0,0,0,0
<35,Undergraduate,Man,Dev,6,0,8652.0,6,0,1,1,0,1,0,1,0
<35,Undergraduate,Man,Dev,9,6,43032.0,11,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,5,68146.0,17,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,5,0,11169.0,6,0,1,1,1,1,0,1,0
<35,Undergraduate,Man,Dev,18,8,48108.0,21,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,18,15,121500.0,19,1,1,1,1,1,1,1,0
>35,Master,Man,NotDev,21,16,76789.0,36,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,6,3,3532.0,16,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,6,5,81371.0,12,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,12,2,85000.0,23,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,12,6,120000.0,9,0,1,1,0,1,1,0,0
>35,Other,Man,Dev,41,39,120257.0,14,0,1,1,1,1,1,1,0
<35,Other,Man,Dev,20,14,113576.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,6,21641.0,8,0,1,1,0,1,0,1,0
<35,Undergraduate,Woman,NotDev,7,5,62133.0,10,0,1,0,1,1,1,1,1
<35,Undergraduate,Man,Dev,7,7,23735.0,21,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,0,1164.0,8,1,1,1,1,1,0,0,0
<35,Undergraduate,Man,Dev,17,12,16164.0,10,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,6,18080.0,5,0,1,0,1,1,1,1,0
<35,Other,Man,NotDev,17,10,120000.0,22,1,1,1,1,1,1,1,1
<35,Other,Man,Dev,15,4,59454.0,14,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,6,3,6600.0,12,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,2,86850.0,10,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,5,21700.0,7,0,1,1,1,0,0,1,0
<35,Undergraduate,Man,Dev,6,1,4189.0,7,0,1,1,0,1,1,1,0
<35,Master,Man,Dev,6,2,8076.0,10,1,1,0,0,1,1,1,1
<35,Master,Woman,Dev,3,1,17100.0,18,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,7,2,52942.0,13,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,9,2,7044.0,13,0,1,1,1,1,1,1,0
<35,NoHigherEd,Woman,Dev,13,4,62534.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,9,4,35972.0,11,0,1,1,1,1,1,1,0
>35,Master,Man,Dev,28,21,90751.0,18,0,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,7,6,15132.0,16,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,11,7,41640.0,15,0,1,1,0,1,1,1,0
>35,Undergraduate,Man,Dev,26,25,12024.0,6,0,1,0,0,1,1,1,0
<35,Master,Man,Dev,8,5,25128.0,11,1,1,1,1,1,1,1,1
>35,Master,Man,Dev,16,13,86268.0,7,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,8,22339.0,10,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,3,2,7332.0,20,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,NotDev,15,7,21696.0,10,1,1,1,1,1,0,0,1
<35,Master,Man,Dev,16,10,49564.0,9,0,1,0,0,1,1,1,0
<35,Master,Man,Dev,7,4,64686.0,17,1,1,1,1,1,1,1,0
>35,Master,Man,NotDev,30,27,47724.0,15,1,1,1,0,1,1,1,1
<35,Undergraduate,Man,Dev,9,5,3120.0,13,0,1,1,1,1,1,1,0
>35,Other,Man,Dev,32,22,125000.0,9,0,1,1,1,1,1,1,0
<35,Master,Man,Dev,13,8,48456.0,13,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,7,5,23735.0,6,0,1,1,0,0,0,1,0
>35,Undergraduate,Man,Dev,19,16,41885.0,10,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,16,2,13962.0,14,0,1,0,1,1,1,1,1
<35,Undergraduate,Man,Dev,10,4,8517.0,9,0,1,1,0,1,1,1,0
>35,Undergraduate,Man,Dev,13,12,20940.0,7,0,1,0,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,5,42756.0,11,0,1,0,1,1,1,1,0
>35,Undergraduate,Man,Dev,35,28,77448.0,21,1,1,1,1,1,1,1,1
>35,Master,Man,Dev,6,0,80172.0,6,0,1,0,1,1,1,0,0
>35,Undergraduate,Man,Dev,20,4,51888.0,9,0,1,0,0,1,1,1,0
<35,Undergraduate,Man,Dev,13,8,14244.0,5,0,1,0,0,1,0,1,0
<35,Undergraduate,Man,Dev,7,3,12011.0,14,1,1,1,1,1,0,1,0
<35,Undergraduate,Man,Dev,7,7,19440.0,14,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,NotDev,2,3,6024.0,3,0,1,0,0,0,0,1,0
<35,Undergraduate,Man,Dev,10,5,5868.0,13,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,11,6,13200.0,4,0,1,1,0,0,0,1,0
<35,Undergraduate,Man,Dev,13,6,85735.0,17,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,18,15,68508.0,20,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,1,8604.0,15,1,1,1,1,1,1,1,0
<35,Undergraduate,Woman,Dev,11,4,35280.0,7,0,1,0,1,1,1,1,0
<35,Master,Man,Dev,8,4,142000.0,29,1,1,1,1,1,1,1,0
<35,PhD,Man,Dev,19,15,86853.0,17,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,15,5,73507.0,10,1,1,1,1,1,0,1,0
<35,Other,Man,Dev,22,13,52044.0,18,1,1,1,1,1,1,1,0
>35,Undergraduate,Woman,Dev,15,14,63850.0,16,0,1,0,1,1,1,1,0
<35,Undergraduate,Man,Dev,12,6,9804.0,9,1,1,0,0,1,0,1,0
<35,Undergraduate,Man,Dev,13,11,96000.0,11,0,1,0,1,1,1,1,0
>35,Undergraduate,Man,Dev,22,17,87387.0,9,1,1,1,1,1,0,1,0
<35,Undergraduate,Man,Dev,15,0,43848.0,17,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,22,12,27923.0,12,0,1,1,1,1,1,0,0
>35,Undergraduate,Man,Dev,10,8,120000.0,13,1,1,0,1,1,1,1,0
<35,Other,Man,Dev,8,7,161872.0,9,0,1,1,1,1,1,0,0
<35,Undergraduate,Man,NotDev,15,8,6156.0,13,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,6,2,4200.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,6,165000.0,17,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,20,5,53450.0,10,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,13,4,8377.0,17,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,9,0,5585.0,20,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,7,2,10700.0,14,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,27,20,38916.0,9,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,10,102693.0,22,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,15,22,58368.0,13,1,1,1,1,1,1,0,0
>35,Undergraduate,Man,Dev,24,15,38784.0,23,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,5,1,3528.0,24,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,5,20580.0,12,0,1,1,1,1,1,1,0
<35,Master,Man,Dev,8,4,42756.0,12,1,1,1,1,1,0,1,0
>35,Undergraduate,Man,Dev,15,7,87552.0,15,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,NotDev,12,2,22056.0,5,0,1,0,0,0,0,1,1
>35,Master,Man,Dev,15,4,33535.0,14,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,17,12,33508.0,14,0,1,0,1,1,1,1,0
<35,Master,Man,Dev,5,2,46482.0,15,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,2,0,29832.0,4,0,1,0,0,0,1,1,0
<35,Master,Man,Dev,15,7,56545.0,27,1,1,0,1,1,1,1,1
>35,Master,Man,Dev,21,12,54480.0,6,0,1,0,1,1,0,1,0
<35,Other,Man,Dev,10,3,216196.0,26,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,9,8,27923.0,11,0,1,1,1,0,1,1,0
>35,Master,Man,Dev,22,15,96231.0,17,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,4,6981.0,12,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,24,17,74588.0,14,0,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,4,3,16404.0,22,1,1,1,1,1,1,1,0
>35,PhD,Man,Dev,18,9,90802.0,3,0,1,0,0,0,1,1,0
<35,Master,Man,Dev,13,10,37188.0,11,0,1,1,0,1,1,1,0
<35,Master,Man,Dev,5,2,25944.0,6,0,0,1,1,0,1,1,1
>35,Undergraduate,Man,Dev,29,26,86478.0,11,1,1,0,1,1,1,1,0
<35,Undergraduate,Man,Dev,20,12,35508.0,9,0,1,1,0,1,1,1,0
<35,PhD,Man,NotDev,10,7,8376.0,8,0,1,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,17,13,21696.0,9,0,1,1,1,1,1,0,0
>35,Undergraduate,Man,Dev,24,24,35028.0,25,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,6,3,53448.0,14,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,20,16,86478.0,10,0,1,1,0,1,0,1,1
<35,Master,Man,Dev,14,0,50806.0,23,1,1,1,1,1,1,1,1
<35,Master,Man,Dev,8,4,57150.0,11,0,1,0,1,1,1,1,1
>35,Master,Man,Dev,15,10,40248.0,8,0,1,0,1,1,0,1,0
>35,Undergraduate,Man,Dev,15,8,588.0,11,1,1,1,1,1,1,1,0
<35,PhD,Man,NotDev,14,6,52776.0,8,0,1,0,1,1,1,1,0
<35,Undergraduate,Man,Dev,7,3,14124.0,29,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,12,9,91711.0,22,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,2,57000.0,22,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,7,68748.0,12,1,1,1,1,1,1,1,0
<35,Other,Man,NotDev,2,0,25944.0,2,0,1,0,0,0,0,0,0
<35,Other,Man,Dev,6,2,3312.0,16,1,1,1,1,1,1,1,0
>35,Master,NonBinary,Dev,13,0,17292.0,12,1,1,1,1,1,0,0,0
<35,Undergraduate,Man,Dev,4,3,23460.0,8,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,NotDev,3,3,167544.0,18,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,25,21,71340.0,8,0,1,1,1,0,1,1,0
<35,Undergraduate,Man,Dev,12,6,147391.0,28,1,1,1,1,1,1,1,0
<35,Undergraduate,Woman,Dev,11,7,88640.0,4,0,1,0,1,0,1,0,0
<35,Undergraduate,Man,Dev,10,8,60792.0,20,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,20,13,107460.0,30,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,2,5028.0,5,0,1,0,1,1,0,1,0
>35,Master,Man,Dev,11,11,50400.0,14,0,1,1,1,1,1,1,0
<35,Other,Man,Dev,5,0,31908.0,17,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,21,15,48644.0,13,0,1,1,1,1,1,1,0
<35,PhD,Man,Dev,13,8,48644.0,9,0,1,0,1,1,1,1,0
<35,Master,Man,Dev,5,3,2508.0,10,1,1,1,0,1,1,0,0
<35,Master,Man,Dev,10,2,55776.0,9,0,1,1,1,1,0,1,0
<35,Undergraduate,Man,Dev,23,10,64859.0,17,1,1,0,1,1,1,1,0
>35,Undergraduate,Man,Dev,17,14,83772.0,18,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,15,10,129718.0,22,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,12,7,54049.0,20,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,9,4,14520.0,20,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,32,26,81074.0,12,0,1,1,0,0,1,1,1
<35,Undergraduate,Woman,Dev,7,1,79284.0,13,0,1,1,1,1,1,1,0
<35,Master,Man,Dev,16,4,121979.0,19,1,1,1,1,1,1,1,0
<35,Master,Man,NotDev,13,9,76750.0,14,0,1,1,1,1,1,1,0
<35,Master,Man,Dev,9,4,111814.0,8,0,1,0,1,1,1,1,0
>35,Undergraduate,Man,Dev,42,35,51888.0,12,1,1,0,0,1,0,1,1
<35,Undergraduate,Man,Dev,5,3,6588.0,14,1,1,1,0,1,1,1,0
<35,Other,Man,Dev,15,9,75936.0,21,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,6,7200.0,28,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,4,1008.0,24,1,1,1,1,1,1,1,1
>35,Master,Man,Dev,10,3,59454.0,3,0,1,0,0,0,0,1,0
<35,Master,Man,Dev,12,10,66804.0,13,1,1,0,1,1,1,1,0
>35,Master,Man,Dev,14,9,147391.0,16,1,1,0,1,1,1,1,0
<35,Master,Man,Dev,7,3,8377.0,5,0,1,0,0,1,1,1,0
<35,Undergraduate,Man,Dev,7,4,72365.0,12,0,1,1,1,1,1,1,0
<35,Master,Man,Dev,11,4,32885.0,10,0,1,0,1,1,1,1,0
<35,Undergraduate,Man,Dev,2,2,3156.0,16,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,NotDev,10,2,22032.0,20,1,1,1,1,1,1,1,1
<35,NoHigherEd,Man,Dev,10,10,28860.0,13,0,1,1,1,1,1,1,1
<35,Master,Man,Dev,4,2,64860.0,8,0,1,1,1,1,1,1,0
<35,PhD,Man,Dev,9,5,16212.0,5,0,1,0,0,1,1,1,1
<35,Undergraduate,Man,Dev,2,3,16860.0,7,0,1,0,0,1,1,1,0
<35,Master,Man,Dev,5,4,90758.0,12,0,1,0,1,1,1,1,0
>35,Other,Man,Dev,20,17,63816.0,12,1,1,1,1,1,1,1,0
>35,PhD,Man,Dev,20,15,33972.0,22,0,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,16,13,68100.0,18,0,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,16,12,62352.0,14,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,5,16754.0,7,0,1,0,0,1,1,1,0
>35,Master,Woman,Dev,10,10,64860.0,17,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,8,5,32376.0,10,0,1,0,1,1,1,0,1
<35,Undergraduate,Man,Dev,5,3,19546.0,16,1,1,1,1,1,1,0,0
<35,Master,Woman,Dev,4,3,43572.0,6,0,1,0,1,0,0,1,0
<35,Master,Man,Dev,19,8,99348.0,7,0,1,0,0,0,1,1,0
>35,NoHigherEd,Man,Dev,25,20,40100.0,20,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,11,8,145380.0,23,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,12,4,70264.0,25,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,15,6,140000.0,9,0,1,0,0,0,1,1,0
<35,Master,Man,Dev,21,9,97288.0,9,0,1,1,1,0,1,1,0
<35,Master,Man,Dev,8,3,19452.0,14,1,1,0,1,1,1,1,0
<35,Master,Man,Dev,10,9,32604.0,18,1,1,0,1,1,1,1,0
<35,Master,Man,Dev,4,2,25721.0,4,0,1,0,0,1,1,1,0
<35,Undergraduate,Man,Dev,4,0,2340.0,14,0,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,19,11,94359.0,11,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,14,11,60972.0,22,0,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,16,5,84000.0,8,0,1,1,1,0,1,1,0
<35,Undergraduate,Man,Dev,6,4,60695.0,13,0,1,1,1,1,1,1,0
<35,Master,Man,Dev,6,0,4188.0,8,1,1,1,1,1,0,1,0
>35,Other,Man,Dev,29,24,38778.0,8,0,1,1,1,1,0,0,1
<35,Master,Man,Dev,9,8,32424.0,14,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,9,5,47652.0,12,0,1,0,1,1,1,1,0
>35,Master,Man,Dev,35,24,77831.0,16,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,18,11,64630.0,18,1,1,1,1,1,1,0,1
>35,Other,Man,Dev,45,26,49296.0,3,0,0,0,0,1,1,0,0
<35,Undergraduate,Man,NotDev,4,2,24236.0,5,0,1,1,0,0,0,1,0
<35,NoHigherEd,Man,Dev,0,0,9108.0,7,0,1,1,0,0,1,1,0
>35,Master,Man,Dev,23,14,90804.0,19,0,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,15,10,46980.0,4,0,1,0,1,1,0,1,0
<35,Undergraduate,Man,Dev,7,3,3516.0,19,1,1,1,1,1,1,1,1
<35,Master,Man,Dev,7,3,12684.0,9,0,1,1,1,1,0,1,0
<35,Master,Man,Dev,8,2,15564.0,24,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,35,29,90482.0,7,0,1,0,1,0,0,0,1
<35,Undergraduate,Man,Dev,4,2,10056.0,7,0,1,0,1,1,1,1,0
>35,Other,Man,Dev,12,8,108564.0,4,0,1,0,0,1,1,1,0
>35,Master,Man,Dev,20,15,184092.0,7,0,1,1,0,0,1,1,0
>35,Master,Man,Dev,20,15,33732.0,10,1,1,1,1,1,0,0,0
<35,Master,Man,Dev,7,6,68102.0,15,1,1,1,1,0,1,1,0
<35,Master,Man,Dev,14,9,46482.0,8,0,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,10,4,81821.0,27,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,6,28536.0,17,1,1,1,1,1,1,1,0
