Age,EdLevel,Gender,MainBranch,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed,codingLge,frontSkills,backFrame,db,deploy,tool,targetTask
>35,Other,Man,Dev,21,20,185000.0,33,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,13,10,63984.0,19,1,1,1,1,1,1,1,1
<35,Master,Man,Dev,7,0,56538.0,12,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,4,4488.0,19,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,36,29,125639.0,23,1,1,1,1,1,1,1,1
<35,Master,Man,Dev,14,10,70385.0,20,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,26,3,35919.0,3,0,1,0,0,1,1,0,0
<35,Master,Man,Dev,9,8,70577.0,10,0,1,1,1,1,1,1,0
>35,Master,Man,Dev,23,17,81666.0,21,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,16,13,42372.0,16,0,1,1,1,1,1,0,1
<35,Other,Man,Dev,10,8,26661.0,14,1,1,1,1,1,0,0,1
<35,Undergraduate,Man,Dev,9,5,9288.0,14,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,18,15,79983.0,11,1,1,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,23,19,165000.0,8,1,1,0,0,1,1,1,0
>35,Master,Man,Dev,33,31,27420.0,14,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,7,5,220000.0,11,1,1,1,1,1,1,1,0
>35,PhD,Man,Dev,15,12,140000.0,7,0,1,1,0,1,1,1,0
>35,Other,Man,NotDev,10,6,143484.0,15,1,1,0,1,1,1,1,0
<35,Undergraduate,Man,Dev,5,4,50222.0,10,0,1,1,0,1,1,1,0
<35,Master,Man,NotDev,12,9,148360.0,4,0,1,0,0,1,1,0,0
>35,Master,Man,Dev,11,8,197000.0,9,0,1,0,0,0,1,1,0
<35,Master,Man,NotDev,8,8,35832.0,8,1,1,0,1,1,1,0,0
>35,Other,Man,Dev,35,24,60948.0,24,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,15,9,77952.0,18,1,1,1,0,1,1,1,0
<35,Other,Man,Dev,4,2,30063.0,28,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,7,4,76783.0,8,0,1,1,0,1,1,1,0
>35,Master,Man,Dev,25,17,37325.0,9,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,NotDev,3,2,4332.0,3,0,1,0,0,1,0,0,0
<35,Master,Man,Dev,7,2,90647.0,9,1,1,1,0,1,0,1,1
<35,Master,Man,Dev,7,5,43724.0,16,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,11,6,55068.0,10,1,1,0,0,1,1,1,0
>35,NoHigherEd,Man,Dev,35,35,127972.0,15,0,1,0,0,0,1,1,1
<35,Other,Man,Dev,6,4,15053.0,42,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,16,14,115000.0,12,1,1,1,1,1,0,1,0
<35,Undergraduate,Man,Dev,5,3,51536.0,11,1,1,1,1,1,1,0,0
<35,Master,Man,Dev,15,6,31993.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,13,10,170000.0,23,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,6,3,75000.0,11,1,1,1,1,1,0,1,0
>35,PhD,Man,Dev,35,23,200000.0,5,0,1,0,0,1,0,1,1
<35,Undergraduate,Man,Dev,15,15,147000.0,32,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,10,4,160000.0,1,0,0,1,0,0,0,0,0
<35,Other,Man,Dev,4,3,200000.0,18,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,NotDev,4,6,75000.0,9,0,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,10,4,21792.0,18,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,19,12,45857.0,9,0,1,1,1,1,1,0,0
<35,Other,Man,Dev,4,0,47175.0,9,1,1,0,1,1,1,1,0
>35,Undergraduate,Man,Dev,40,36,200000.0,17,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,13,10,92136.0,6,0,1,0,0,1,1,0,0
<35,Undergraduate,Man,Dev,4,3,29436.0,16,1,1,1,0,1,1,1,0
>35,Undergraduate,Man,Dev,36,22,199999.0,16,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,10,5,87948.0,5,0,1,0,0,0,1,1,0
<35,Master,Man,Dev,6,5,62820.0,15,1,1,1,0,1,1,1,0
<35,NoHigherEd,Man,Dev,8,5,60144.0,11,1,1,1,0,1,1,1,0
<35,Other,Man,Dev,12,10,6948.0,4,0,1,0,1,1,0,0,0
<35,Undergraduate,Man,Dev,5,3,72000.0,14,1,1,1,1,0,1,1,0
<35,Undergraduate,Man,Dev,10,4,7512.0,12,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,13,8,35988.0,8,0,1,1,0,1,0,1,0
<35,Undergraduate,Man,Dev,12,6,79983.0,19,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,9,5,43620.0,16,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,21,16,69318.0,12,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,6,1,4548.0,8,0,1,1,1,1,0,0,0
<35,NoHigherEd,Man,Dev,10,4,22392.0,27,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,20,15,78084.0,15,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,11,165000.0,18,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,20,14,17352.0,11,0,1,1,1,1,0,0,0
<35,Undergraduate,Man,Dev,11,7,60000.0,15,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,2,4332.0,13,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,28,15,74180.0,17,0,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,7,4,12468.0,8,0,1,1,1,1,0,0,0
<35,PhD,Man,Dev,15,8,58654.0,9,1,1,1,0,0,1,1,0
>35,Undergraduate,Man,Dev,22,20,2448.0,20,0,1,0,0,1,1,1,0
<35,Other,Man,Dev,15,6,55722.0,14,0,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,9,2,60155.0,17,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,4,2,41591.0,13,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,12,5,64810.0,14,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,12,7,103700.0,13,1,1,1,1,1,0,1,0
>35,Undergraduate,Man,Dev,20,15,69102.0,10,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,10,6,103000.0,13,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,7,5,69102.0,19,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,12,10,180000.0,18,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,12,7,12552.0,12,0,1,1,1,1,1,0,0
>35,Other,Man,Dev,30,9,120000.0,29,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,26,17,145821.0,4,0,1,0,0,1,1,0,0
>35,Other,Man,Dev,20,15,175000.0,20,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,11,4,52769.0,11,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,26,23,75384.0,8,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,6,1,100000.0,7,0,1,0,0,1,1,1,0
>35,Other,Man,Dev,29,22,117126.0,21,1,1,0,0,1,1,1,1
<35,Other,Man,Dev,11,7,79983.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,14,10,55557.0,13,1,1,0,1,1,1,0,1
<35,Undergraduate,Man,Dev,5,1,10730.0,8,1,1,1,1,1,1,0,0
>35,Master,Man,Dev,12,10,195000.0,20,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,17,13,90864.0,14,1,1,1,1,1,1,1,1
<35,Undergraduate,Woman,Dev,23,8,76640.0,8,0,1,0,1,1,1,0,0
>35,Master,Man,NotDev,10,6,85000.0,19,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,13,7,16200.0,7,0,1,1,0,1,1,0,0
>35,Master,Man,Dev,28,25,66156.0,4,0,1,0,0,1,0,0,0
<35,Undergraduate,Man,Dev,4,3,56736.0,1,0,0,0,0,0,0,1,0
<35,Master,Man,Dev,10,6,180000.0,13,1,1,0,0,1,1,1,0
>35,Other,Man,Dev,19,13,200000.0,24,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,30,20,90456.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,3,4512.0,24,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,15,10,38388.0,14,0,1,0,0,1,1,0,0
<35,PhD,Man,NotDev,18,12,70000.0,10,1,1,0,1,1,0,1,1
<35,Undergraduate,Man,Dev,14,9,16035.0,23,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,7,6,63360.0,23,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,10,4,38392.0,7,0,1,0,1,1,1,0,0
<35,Undergraduate,Man,Dev,10,7,54000.0,9,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,14,4,53322.0,11,1,1,1,0,1,1,1,0
<35,Other,Man,Dev,14,6,19632.0,7,0,1,0,0,1,1,0,0
<35,Undergraduate,Man,Dev,7,3,125000.0,6,0,1,0,0,0,1,0,0
>35,Undergraduate,Man,Dev,3,2,25596.0,5,0,1,1,0,1,1,0,0
<35,Other,Man,Dev,3,1,4092.0,10,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,5,4,46487.0,11,0,1,1,1,1,1,1,0
>35,Master,Man,NotDev,43,41,195000.0,29,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,7,130000.0,7,0,1,0,0,1,0,1,1
<35,Undergraduate,Man,Dev,12,9,150768.0,21,1,1,0,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,6,130000.0,20,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,7,135690.0,16,0,1,1,1,1,1,0,0
<35,Other,Man,Dev,2,1,5676.0,9,0,1,1,1,1,1,1,0
<35,Other,Man,Dev,10,6,43974.0,31,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,15,11,55500.0,22,1,1,1,0,1,1,1,0
>35,PhD,Woman,Dev,25,21,106644.0,12,0,1,0,0,1,1,1,0
>35,Master,Man,Dev,30,22,155129.0,23,1,1,1,1,1,1,1,1
<35,Undergraduate,Woman,Dev,8,8,86627.0,15,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,25,20,42657.0,38,1,1,1,1,1,1,1,0
<35,Undergraduate,Woman,Dev,10,8,63986.0,9,0,1,1,0,0,1,1,0
>35,PhD,Man,Dev,45,36,125000.0,8,0,1,1,0,1,1,0,0
<35,Undergraduate,NonBinary,Dev,8,7,87448.0,29,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,4,3,73319.0,3,0,1,0,0,1,0,0,0
<35,Undergraduate,Man,Dev,18,12,94230.0,33,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,11,7,47990.0,10,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,2,0,17590.0,12,0,1,1,0,1,1,1,0
>35,Other,Man,Dev,35,32,152368.0,16,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,9,4,105000.0,10,0,1,1,1,1,1,1,0
<35,Undergraduate,Woman,NotDev,9,4,83550.0,3,0,1,0,0,1,0,0,0
<35,PhD,Man,Dev,15,13,78000.0,11,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,18,12,53322.0,10,1,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,10,6,200000.0,17,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,23,23,125000.0,12,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,6,2,86000.0,15,1,1,1,1,1,1,1,0
<35,Undergraduate,Woman,Dev,3,2,2268.0,3,0,1,0,0,0,0,0,1
<35,PhD,Man,NotDev,14,5,62820.0,6,0,1,0,0,0,1,1,1
<35,Other,Man,Dev,10,1,15360.0,13,1,1,0,1,1,1,0,0
>35,Undergraduate,Man,Dev,22,15,150000.0,24,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,6,108590.0,9,0,1,0,0,1,1,0,0
<35,Master,Man,Dev,18,11,42657.0,18,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,17,16,77000.0,15,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,6,33237.0,11,0,1,0,1,1,1,0,1
<35,Undergraduate,Man,Dev,10,7,23676.0,16,0,1,1,0,1,1,0,1
<35,Other,Woman,Dev,3,3,56538.0,4,0,1,0,1,1,0,0,0
<35,Undergraduate,Man,NotDev,10,10,55200.0,10,0,1,0,0,1,1,1,0
>35,Master,Man,Dev,26,22,118374.0,13,0,1,1,1,1,1,1,0
>35,Master,Man,Dev,20,11,91000.0,14,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,10,74112.0,14,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,5,2,29088.0,6,0,1,1,1,0,0,0,0
>35,Master,Man,Dev,15,6,130000.0,20,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,6,3,56538.0,23,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,7,3,120000.0,17,1,1,1,1,1,1,1,0
<35,Undergraduate,Woman,Dev,8,8,220000.0,9,0,1,0,0,1,1,0,0
<35,NoHigherEd,Man,NotDev,6,1,42000.0,31,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,27,27,113075.0,8,0,1,0,0,1,1,0,0
<35,Undergraduate,Man,Dev,8,4,109000.0,19,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,9,7,48840.0,9,0,1,0,1,1,1,0,0
<35,Undergraduate,Man,NotDev,11,8,37392.0,23,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,13,7,51192.0,24,1,1,1,1,1,1,1,0
>35,Master,Man,NotDev,43,32,180000.0,14,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,7,2,8424.0,13,1,1,1,1,1,1,0,0
<35,NoHigherEd,Man,Dev,5,1,16656.0,7,1,1,1,1,0,0,1,0
<35,Undergraduate,Man,Dev,11,7,105000.0,4,1,1,0,0,1,1,0,0
<35,Other,Man,Dev,22,8,29860.0,24,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,30,20,85315.0,8,0,1,1,0,1,1,1,0
<35,Master,Man,Dev,15,11,24972.0,6,0,1,0,0,0,1,1,0
<35,Other,Man,Dev,8,0,19944.0,3,0,1,0,0,1,1,0,0
<35,Undergraduate,Man,Dev,13,12,72504.0,12,0,1,0,0,1,1,1,0
>35,Other,Man,Dev,37,27,141350.0,8,1,1,1,1,1,0,0,0
<35,Undergraduate,Man,Dev,9,7,24420.0,35,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,35,25,76032.0,17,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,17,17,47352.0,11,0,1,1,1,1,1,0,0
>35,Master,Woman,Dev,5,3,124500.0,14,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,11,7,130000.0,12,0,1,1,1,1,1,1,0
>35,Master,NonBinary,Dev,14,8,145000.0,14,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,11,9,146000.0,21,1,1,1,1,1,1,1,1
>35,Other,Man,Dev,12,10,24924.0,20,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,25,8,105000.0,19,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,1,11892.0,1,0,1,0,0,0,0,0,0
<35,Undergraduate,Man,Dev,6,6,60307.0,26,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,13,10,63984.0,6,0,1,0,0,1,1,0,0
>35,Master,Man,Dev,30,16,62340.0,9,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,5,4,19241.0,15,0,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,22,6,200000.0,20,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,12,12,158000.0,22,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,6,42717.0,4,0,0,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,23,23,165000.0,57,1,1,1,1,1,1,1,1
<35,NoHigherEd,Man,Dev,7,1,31410.0,16,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,12,10,145000.0,5,0,1,0,0,1,1,1,0
>35,NoHigherEd,Man,Dev,20,13,22200.0,7,0,1,1,1,1,1,0,0
<35,Other,Man,Dev,18,10,25980.0,24,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,11,1,72000.0,11,1,1,1,1,0,0,1,0
>35,Other,Man,Dev,38,32,80000.0,20,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,12,10,72518.0,17,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,7,5,30600.0,13,1,1,1,0,1,1,1,0
>35,Undergraduate,Man,Dev,8,8,62820.0,14,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,8,7,60000.0,2,0,1,0,0,1,0,0,0
<35,Undergraduate,Man,Dev,4,4,47172.0,12,0,1,0,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,3,90000.0,5,0,1,0,0,0,1,1,0
<35,NoHigherEd,Man,Dev,11,4,23803.0,13,1,1,1,1,0,1,1,0
>35,Other,Man,Dev,35,30,186155.0,22,1,1,0,1,1,1,1,0
<35,Master,Man,Dev,16,6,22893.0,7,0,1,0,0,1,1,0,0
<35,Undergraduate,Man,Dev,16,11,200000.0,12,0,1,1,0,1,1,1,1
<35,Undergraduate,Man,Dev,15,12,132621.0,13,0,1,1,1,1,1,1,1
>35,NoHigherEd,Man,NotDev,15,15,107202.0,6,0,1,0,1,1,1,0,0
<35,Undergraduate,Man,Dev,12,7,127000.0,11,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,7,116000.0,5,0,1,1,0,0,0,1,0
<35,Undergraduate,Man,Dev,9,4,31993.0,12,0,1,1,1,1,1,1,0
>35,Other,Man,Dev,44,36,159950.0,13,1,1,1,0,1,1,0,0
>35,Master,Man,Dev,8,5,50000.0,4,0,1,0,0,0,1,0,0
<35,Master,Man,Dev,3,0,49056.0,16,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,17,12,170000.0,14,0,1,0,0,1,1,1,0
>35,Undergraduate,Man,Dev,28,17,62820.0,9,0,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,7,3,7200.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Woman,Dev,13,7,68552.0,4,0,1,0,0,0,1,1,1
>35,Master,Man,Dev,25,13,89581.0,3,0,1,0,0,0,1,1,0
<35,Other,Man,Dev,3,3,48843.0,9,0,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,22,20,94230.0,14,0,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,35,23,200000.0,10,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,5,3,3600.0,12,0,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,23,3,72228.0,17,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,10,6,38388.0,15,1,1,1,1,1,1,0,0
>35,Other,Man,Dev,19,17,22200.0,10,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,8,147400.0,10,0,0,1,0,1,1,1,1
>35,Undergraduate,Man,Dev,21,13,33593.0,12,1,1,1,1,1,1,1,0
<35,Other,Man,NotDev,6,1,29860.0,27,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,17,13,101509.0,8,0,1,0,0,1,1,0,0
<35,Undergraduate,Man,Dev,15,13,90000.0,19,1,1,1,1,1,1,1,1
<35,Master,Man,Dev,10,1,160000.0,14,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,13,5,62316.0,9,0,1,1,0,1,1,1,1
<35,Undergraduate,Man,Dev,12,8,70000.0,14,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,2,1,51192.0,12,0,1,1,1,1,1,0,0
<35,PhD,Man,Dev,10,3,90000.0,2,0,1,0,0,0,0,0,0
<35,Master,Man,Dev,2,0,63984.0,6,0,1,0,1,1,1,0,0
<35,NoHigherEd,Man,Dev,13,5,33648.0,17,1,1,1,0,1,1,1,0
<35,Master,Man,Dev,5,0,42657.0,11,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,9,8,150000.0,32,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,15,10,158000.0,5,0,1,0,0,1,1,0,0
<35,Master,Man,Dev,2,2,26400.0,17,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,16,10,145000.0,25,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,22,18,74180.0,14,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,18,9,149301.0,8,1,1,1,1,0,0,1,0
<35,Undergraduate,Man,Dev,5,0,58800.0,4,0,1,1,0,0,0,1,0
<35,Undergraduate,Man,Dev,12,9,119357.0,24,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,22,16,28476.0,19,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,14,13,180000.0,23,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,23,15,150000.0,12,0,1,0,1,1,1,1,0
>35,Master,Man,Dev,12,10,200000.0,26,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,22,15,111000.0,20,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,10,8,69318.0,10,0,1,1,0,1,1,0,1
<35,Undergraduate,Man,Dev,4,1,37402.0,6,0,1,0,1,1,1,0,0
<35,Undergraduate,Man,Dev,12,4,10387.0,7,0,1,1,1,0,0,1,0
>35,Undergraduate,Man,Dev,18,14,140000.0,9,0,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,8,3,20604.0,10,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,30,25,30300.0,11,1,1,1,0,1,1,1,0
<35,NoHigherEd,Man,Dev,5,2,54108.0,17,0,1,0,1,1,1,1,1
<35,Master,Man,Dev,8,2,58654.0,14,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,15,1,92000.0,12,1,1,0,0,1,1,1,1
<35,NoHigherEd,Man,Dev,7,4,64536.0,15,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,10,5,99000.0,17,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,30,25,180000.0,20,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,38,28,190000.0,11,0,1,1,1,1,1,1,0
<35,Master,NonBinary,Dev,9,6,3756.0,14,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,15,10,115000.0,17,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,40,26,120000.0,7,0,1,0,0,0,1,1,1
>35,Undergraduate,Man,Dev,26,24,62316.0,24,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,5,1,2988.0,7,1,1,1,0,0,0,1,0
>35,Other,Man,Dev,24,18,70276.0,38,1,1,1,1,1,1,1,1
<35,Master,Man,Dev,10,8,81049.0,18,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,3,33300.0,11,0,1,1,0,1,1,0,0
<35,Master,Man,Dev,11,4,42657.0,11,0,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,4,4,120000.0,15,1,1,1,1,0,1,1,0
<35,Undergraduate,Man,Dev,3,2,36228.0,7,0,1,0,0,0,1,1,0
>35,Other,Man,Dev,7,5,32000.0,7,0,1,1,0,1,0,1,1
<35,Undergraduate,Man,Dev,16,10,64332.0,11,0,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,19,5,70000.0,12,1,1,1,1,1,1,1,0
>35,Master,Man,NotDev,40,30,67845.0,18,1,1,1,0,1,1,1,0
<35,NoHigherEd,Man,Dev,12,2,40000.0,9,1,1,1,1,1,1,0,0
<35,NoHigherEd,Man,Dev,7,3,40000.0,15,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,7,7,141000.0,3,0,1,1,0,0,0,1,0
<35,Undergraduate,Man,Dev,14,9,39981.0,16,1,1,1,1,1,1,1,0
>35,Other,Man,Dev,27,20,70000.0,28,1,1,1,1,1,1,1,0
<35,Other,Man,Dev,12,3,20472.0,16,1,1,1,0,1,1,1,0
<35,Master,Man,Dev,15,10,85315.0,16,0,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,2,1,80000.0,11,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,6,28366.0,7,1,1,1,1,1,0,1,0
<35,Master,Man,Dev,12,2,62233.0,10,0,1,1,1,1,1,1,0
>35,Other,Man,Dev,20,20,150000.0,9,1,1,1,1,1,1,0,0
<35,Other,Man,Dev,10,8,94230.0,21,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,5,4,5196.0,23,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,8,3,127000.0,15,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,10,4,47990.0,24,1,1,1,1,1,1,1,0
>35,Master,Man,Dev,35,22,219869.0,17,1,1,0,1,1,1,1,1
<35,Undergraduate,Woman,Dev,10,5,49856.0,9,0,1,0,1,1,1,1,0
>35,Other,Man,Dev,3,2,1056.0,12,0,1,1,1,1,1,1,0
<35,Master,Man,Dev,6,2,69318.0,14,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,7,3,121000.0,10,1,1,1,0,1,1,1,0
>35,Master,Man,Dev,25,20,79983.0,12,0,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,5,4,56538.0,12,0,1,1,1,1,1,1,0
>35,Other,Man,Dev,19,15,43524.0,21,1,1,1,1,1,1,1,0
>35,Undergraduate,Man,Dev,25,19,175000.0,14,0,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,7,2,65000.0,10,0,1,1,1,1,1,1,0
<35,Master,Man,NotDev,8,3,53322.0,8,0,1,0,0,0,1,0,1
>35,Undergraduate,Man,Dev,22,16,25884.0,24,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,10,2,42660.0,10,1,1,1,1,1,1,0,0
>35,Undergraduate,Man,NotDev,35,30,70276.0,24,1,1,1,1,1,1,1,1
>35,Undergraduate,Man,Dev,25,18,101509.0,7,1,1,1,0,1,0,0,0
<35,Undergraduate,Man,Dev,11,10,155000.0,44,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,5,3,42717.0,17,1,1,1,1,1,1,1,0
>35,PhD,Man,Dev,28,13,140000.0,30,1,1,1,1,1,1,1,1
<35,Undergraduate,Man,Dev,16,8,75384.0,18,1,1,1,1,1,1,1,0
<35,NoHigherEd,Man,Dev,7,4,26904.0,12,1,1,1,1,1,1,1,0
<35,Master,Man,Dev,10,6,112000.0,18,1,1,1,0,1,1,1,1
<35,Master,Man,Dev,8,5,3463.0,7,0,1,0,1,1,1,0,0
>35,Master,Man,Dev,17,17,51589.0,12,1,1,1,1,1,1,0,0
<35,Undergraduate,Man,Dev,4,1,10236.0,14,1,1,1,0,1,1,1,0
<35,Undergraduate,Man,Dev,10,4,172000.0,27,1,1,1,1,1,1,1,0
<35,Undergraduate,Man,Dev,5,3,3096.0,19,1,1,1,1,1,1,1,0
>35,PhD,Man,NotDev,25,11,54659.0,3,0,1,0,0,0,0,0,1
<35,Master,Man,Dev,12,8,48371.0,6,0,1,1,0,0,1,0,0
